mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
-2.744613549480656839e-05,6.062012091901498589e-01,3.674799060235998116e-01,6.062012098114701875e-01,2.521905109004364043e+00,4.816019004724916286e+00,5.767264681629955675e-02,2.189189800742390446e+00,1.474430785376121822e+00,6.133894934086969286e+00,4.160178283663709564e+00,4.687500000000000000e+00,5.080272359363925183e+00,4.687500000000000000e+00,4.759387594405014577e-01,7.971873678317857592e-03,4.959042471446072908e-01
