mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
-1.140381032106985138e-04,7.160054283741343895e-01,5.126637734612277120e-01,7.160054374555521184e-01,4.243942763130409190e+00,8.427008558072895283e+00,-2.255040105343147656e-03,8.970719171495526112e+00,1.628107545095252018e+00,9.650199385628161153e+00,5.927249348300009046e+00,5.859375000000000000e+00,6.605993683631369962e+00,5.859375000000000000e+00,4.798157945480853170e-01,1.191978192494686471e-02,9.777748160981944991e-01
