mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
7.014832622671569179e-03,1.768955298490325623e+00,1.768969207175105307e+00,6.785143161606410622e+00,3.835647977412626641e+00,-2.704977317574322644e-03,8.939083850900151340e-01,5.077722803822545927e+00,1.323823988469289281e+00,1.336257102593017887e+00,6.785143161606410622e+00,5.468750000000000000e+00,5.617286941840991865e+00,2.500000000000000000e+01,4.372764335400241009e-01,5.472703914601995123e-02,8.259527782153015529e-01
