mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
-4.278152815360088709e-05,4.640263984319672463e-01,4.640264004041170787e-01,5.986113975294822254e+00,1.290037370736139266e+01,-1.705080241692004950e-01,6.200037089747429775e+01,3.323437452251640423e+01,2.576233470163095340e+00,1.801181475896051487e-01,5.986113975294822254e+00,1.328125000000000000e+01,1.095320005541036323e+01,2.500000000000000000e+01,6.372930534960123961e-01,3.687052152574983154e-03,9.689168143509782061e-01
