mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
4.086178792594890811e-06,2.988392251228155772e-01,8.930488247200485397e-02,2.988392251507517861e-01,4.055439637447166845e+00,7.813986263665317011e+00,4.951309828234010113e-01,5.096592554618288773e+01,2.069762275411007213e+00,2.808799937408324610e+01,1.357064031351407962e+01,6.250000000000000000e+00,8.846761166538410492e+00,7.421875000000000000e+00,6.276665695875958129e-01,2.096746471833867143e-03,9.793184384816376875e-01
