mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
-5.147702508276921080e-03,2.506278677846809799e+00,2.506283964332586489e+00,9.697965656194913464e+00,3.869460042919535603e+00,2.444912789296698353e-03,1.476783698508175036e+00,5.199858687225479947e+00,1.343820230613403499e+00,1.865044078990061083e+00,9.697965656194913464e+00,5.468750000000000000e+00,5.783811577219454492e+00,2.500000000000000000e+01,4.190316068907714020e-01,1.282220646053939817e-01,9.221394557714535090e-01
