mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
-7.849007786780199474e-08,9.232309048404682139e-01,8.523553036525497451e-01,9.232309048404715446e-01,4.793318483064552993e+00,9.048736902718637509e+00,-1.238620548126199983e-01,5.781760311025955446e+00,1.651640792250306022e+00,8.575146579811729453e+00,5.191895610744983180e+00,2.734375000000000000e+00,4.551095836065505829e+00,3.515625000000000000e+00,5.804351819918608379e-01,1.991489800621554229e-02,3.420171269042854845e-01
