mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
9.200599623606221626e-04,7.288200072856475531e-01,7.288205880257402347e-01,4.363452401880682174e+00,5.987004859042998284e+00,-1.095858946208047441e-01,4.887654872014219443e+00,8.963861526906841348e+00,1.497219684625357594e+00,4.867826649020511875e-01,4.363452401880682174e+00,5.859375000000000000e+00,5.940344896932741925e+00,2.500000000000000000e+01,4.873600514833263952e-01,1.150175682401808480e-02,8.482711343360990197e-01
