mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
-2.549299736957059276e-03,4.183316942200608679e+00,4.183317718968020849e+00,2.235815030265393943e+01,5.344597710395626144e+00,-2.516723187107852873e-03,3.706174868442634107e+00,8.013836874684390210e+00,1.499427517078956607e+00,2.789943275896100694e+00,2.235815030265393943e+01,5.078125000000000000e+00,5.654877336330838666e+00,2.500000000000000000e+01,4.419307220039816464e-01,3.415521133617768768e-01,7.993878403117986586e-01
