mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
8.188324765163412094e-03,4.103458454151538426e+00,4.103466623918147427e+00,1.378969064831639102e+01,3.360497821022719656e+00,-8.901874488463114299e-04,2.882931701440392125e-01,4.267576474449768398e+00,1.269923892749614147e+00,3.231269722025154056e+00,1.378969064831639102e+01,5.078125000000000000e+00,5.467450096695820605e+00,2.500000000000000000e+01,4.305480104968962274e-01,3.743742943227872932e-01,7.171732021130736712e-01
