mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
1.778556534246684691e-04,5.342395819870831275e+01,2.854119309617332874e+03,5.342395819900436038e+01,4.025599690927635379e+02,7.617500208887357758e+02,5.840539847769470327e-01,1.019526449402572688e+01,1.860111132825582603e+00,1.401630102637968456e+01,7.535195493985549220e+00,5.078125000000000000e+00,6.892165548627177785e+00,5.468750000000000000e+00,6.541582033338216862e-01,5.918995053842915155e+01,6.619528588077573383e-01
