mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
-1.832462197216273023e-03,6.146034797120508841e+01,3.777374372741613570e+03,6.146034799852284891e+01,2.945272887778562563e+02,5.670842471376088270e+02,-1.473046623808225430e-01,3.428684089322351802e+00,1.525950753987153519e+00,7.312586944519616772e+00,4.792151336085108682e+00,6.250000000000000000e+00,6.345081171237129780e+00,6.250000000000000000e+00,3.995096959525099023e-01,8.560736997408461946e+01,9.838146018517931468e-01
