mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
5.786958877151768266e-02,2.368174937116295666e+02,2.368175007822416376e+02,1.252879424584648859e+03,5.290484953376381583e+00,3.676109219419604890e-01,2.421526752573463170e+00,7.436031513685907868e+00,1.405548183052716338e+00,1.684876432111325073e+02,1.252879424584648859e+03,2.734375000000000000e+00,3.950251705600221541e+00,2.500000000000000000e+01,5.051453075358927070e-01,1.194573446507599328e+03,2.689923931789628964e-01
