mean,std,rms,peak,crest,skewness,kurtosis,impulse,shape_factor,amplitude_mean,amplitude_max,dominant_freq,mean_freq,median_freq,spectral_entropy,spectral_energy_mean,band_5_15_energy_ratio
1.004958002530917494e+00,1.957606666907142028e+02,1.957632462025999018e+02,8.026144305160825070e+02,4.099923995362430240e+00,-3.252273939236693945e-02,1.418965135204358852e+00,5.518471778014283124e+00,1.345993677994134163e+00,1.454414306717516752e+02,8.026144305160825070e+02,2.734375000000000000e+00,4.044741101548471995e+00,2.500000000000000000e+01,5.173098192931058215e-01,7.811948669745420375e+02,3.679354348751315285e-01
