mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
3.648682234472455871e-05,1.122147074727484295e+01,1.259214057319450148e+02,1.122147074733416261e+01,7.772191564642655237e+01,1.544172188290857548e+02,1.794765752124678759e-02,1.139509506671661043e+01,1.562402581336053364e+00,1.082148003283134585e+01,6.926179054042269634e+00,5.078125000000000000e+00,5.802456177076335209e+00,5.468750000000000000e+00,4.175591600526961100e-01,2.555230082613379583e+00,9.352928507877001918e-01
