mean,std,variance,rms,peak_amplitude,peak_to_peak,skewness,kurtosis,waveform_factor,impulse_factor,crest_factor,dominant_freq,center_freq,median_freq,spectral_entropy,mean_psd,band_5_15_energy_ratio
1.480666573888527252e-03,9.058104899802937382e+01,8.204926437583397274e+03,9.058104901013109611e+01,4.707094902748514755e+02,9.281086733261515747e+02,-1.840979522136547142e-01,5.230664626525834748e+00,1.497593395962600216e+00,7.782327890383756497e+00,5.196555961961591308e+00,5.468750000000000000e+00,5.901489798051765767e+00,5.468750000000000000e+00,5.097495901825686015e-01,1.683174031024017836e+02,7.708935324059655869e-01
