0000000000,-0.00208326
0000000010,-0.0132321
0000000020,-0.0147181
0000000030,-0.0228916
0000000040,-0.0143457
0000000050,-0.00147922
0000000060,-0.0213032
0000000070,-0.0201279
0000000080,-0.0192624
0000000090,-0.0223118
0000000100,-0.0166018
0000000110,-0.00513923
0000000120,0.000616633
0000000130,-0.00885173
0000000140,-0.0254014
0000000150,-0.0105019
0000000160,0.000372932
0000000170,-0.035216
0000000180,-0.00874905
0000000190,-0.0316614
0000000200,-0.016783
0000000210,-0.0217837
0000000220,-0.00344175
0000000230,0.000547542
0000000240,0.00600727
0000000250,-0.0262233
0000000260,-0.019485
0000000270,-0.0373244
0000000280,-0.00206955
0000000290,-0.0133735
0000000300,-0.0280666
0000000310,-0.00331133
0000000320,-0.0165787
0000000330,-0.0271826
0000000340,-0.0155993
0000000350,-0.0129828
0000000360,-0.0144345
0000000370,-0.00336129
0000000380,-0.0157534
0000000390,-0.000612096
0000000400,-0.00904094
0000000410,-0.0176681
0000000420,-0.0133993
0000000430,-0.0193571
0000000440,-0.0110836
0000000450,-0.0357234
0000000460,-0.0213348
0000000470,0.00510412
0000000480,0.00187606
0000000490,-0.00201554
0000000500,-0.0216951
0000000510,-0.00710008
0000000520,-0.0223169
0000000530,-0.0256285
0000000540,-0.0064141
0000000550,-0.0301706
0000000560,-0.0309444
0000000570,-0.0137437
0000000580,0.00236185
0000000590,-0.0234899
0000000600,-0.0210233
0000000610,-0.0177396
0000000620,-0.0128237
0000000630,-0.00765104
0000000640,-0.0098923
0000000650,-0.0334225
0000000660,-0.0203507
0000000670,-0.0189409
0000000680,-0.0233921
0000000690,-0.0292599
0000000700,-0.0344183
0000000710,0.00684417
0000000720,-0.0311636
0000000730,-0.0134319
0000000740,-0.0130077
0000000750,-0.0285516
0000000760,-0.0138792
0000000770,-0.00488581
0000000780,-0.0246244
0000000790,-0.0116448
0000000800,-0.0157055
0000000810,-0.0189248
0000000820,-0.0185677
0000000830,-0.00727434
0000000840,-0.0228949
0000000850,-0.0158529
0000000860,-0.0218447
0000000870,-0.00400046
0000000880,-0.00259273
0000000890,-0.0199103
0000000900,-0.0225321
0000000910,-0.0068757
0000000920,-0.0220472
0000000930,-0.0102389
0000000940,-0.00855761
0000000950,-0.0320088
0000000960,-0.0176964
0000000970,-0.0209407
0000000980,-0.00781912
0000000990,-0.0120895
0000001000,-0.0122452
0000001010,-0.0120766
0000001020,-0.0146272
0000001030,-0.0194981
0000001040,-0.022002
0000001050,0.00144688
0000001060,-0.0171727
0000001070,-0.0195653
0000001080,-0.00624773
0000001090,-0.0180798
0000001100,-0.032905
0000001110,-0.0296701
0000001120,-0.024599
0000001130,-0.00647836
0000001140,-0.0190091
0000001150,-0.00572273
0000001160,0.00270124
0000001170,-0.0224805
0000001180,-0.0295411
0000001190,0.00153736
0000001200,-0.00720905
0000001210,-0.0115937
0000001220,-0.0307122
0000001230,-0.00339327
0000001240,-0.023658
0000001250,-0.0227324
0000001260,-0.0253277
0000001270,-0.0141223
0000001280,-0.00594639
0000001290,-0.0247675
0000001300,0.0116651
0000001310,0.000613426
0000001320,-0.0280779
0000001330,-0.00862127
0000001340,-0.0116736
0000001350,-0.021976
0000001360,-0.0158268
0000001370,0.00132732
0000001380,-0.0198876
0000001390,-0.0200758
0000001400,-0.0118237
0000001410,-0.0270582
0000001420,-0.00927541
0000001430,-0.00641898
0000001440,0.00396295
0000001450,-0.0203927
0000001460,-0.0186931
0000001470,-0.00724876
0000001480,-0.0198675
0000001490,-0.0379292
0000001500,-0.0294449
0000001510,-0.0230655
0000001520,0.00416414
0000001530,-0.0135114
0000001540,-0.0176815
0000001550,-0.0380409
0000001560,0.00739101
0000001570,0.00653882
0000001580,-0.0140668
0000001590,-0.0268557
0000001600,-0.0143761
0000001610,0.00786005
0000001620,-0.0264684
0000001630,-0.0135294
0000001640,-0.0110887
0000001650,-0.0120665
0000001660,-0.00930462
0000001670,-0.0129724
0000001680,-0.0165047
0000001690,-0.0119345
0000001700,-0.0165732
0000001710,-0.00599854
0000001720,-0.0157557
0000001730,-0.0207709
0000001740,-0.0276481
0000001750,-0.0287713
0000001760,-0.016501
0000001770,-0.0289605
0000001780,-0.0145881
0000001790,-0.0199428
0000001800,-0.00230886
0000001810,-0.0260639
0000001820,0.000441191
0000001830,-0.0141317
0000001840,-0.0039036
0000001850,-0.0207328
0000001860,-0.0145028
0000001870,-0.0263283
0000001880,-0.0155125
0000001890,-0.0182485
0000001900,-0.00760034
0000001910,0.000152456
0000001920,-0.000141679
0000001930,0.00185011
0000001940,-0.00137555
0000001950,-0.0153762
0000001960,-0.020088
0000001970,-0.00439638
0000001980,-0.0403388
0000001990,-0.00325279
0000002000,-0.015489
0000002010,-0.0213317
0000002020,-0.0250062
0000002030,-0.0214794
0000002040,-0.00691215
0000002050,-0.0178975
0000002060,0.00471507
0000002070,-0.000578852
0000002080,-0.0113434
0000002090,-0.00348873
0000002100,0.00349172
0000002110,-0.0149877
0000002120,-0.00230109
0000002130,-0.0171028
0000002140,0.000456284
0000002150,-0.0145458
0000002160,-0.0113712
0000002170,-0.0246876
0000002180,-0.0140443
0000002190,-0.0153894
0000002200,-0.0281304
0000002210,-0.0097505
0000002220,-0.0106156
0000002230,-0.0338942
0000002240,-0.0158235
0000002250,-0.0415363
0000002260,-0.0188451
0000002270,-0.0182039
0000002280,-0.0192611
0000002290,-0.0307629
0000002300,-0.0169247
0000002310,-0.0120666
0000002320,-0.040947
0000002330,-0.0180934
0000002340,-0.0220073
0000002350,-0.0312446
0000002360,-0.015422
0000002370,-0.0116063
0000002380,-0.0123143
0000002390,0.000753387
0000002400,-0.0106071
0000002410,-0.0313115
0000002420,-0.0165008
0000002430,-0.0158193
0000002440,-0.0179391
0000002450,-0.0034535
0000002460,0.000234605
0000002470,-0.0204028
0000002480,-0.0254328
0000002490,-0.00704596
0000002500,-0.0237954
0000002510,-0.0178532
0000002520,-0.0177443
0000002530,-0.00871547
0000002540,-0.022138
0000002550,-0.00281778
0000002560,-0.00694979
0000002570,-0.040428
0000002580,-0.00412086
0000002590,-0.031828
0000002600,-0.00421536
0000002610,-0.035417
0000002620,-0.0191587
0000002630,-0.0178476
0000002640,-0.0158529
0000002650,-0.0395572
0000002660,-7.7991e-05
0000002670,-0.0268915
0000002680,-0.0307675
0000002690,-0.0282285
0000002700,-0.033581
0000002710,-0.0348338
0000002720,-0.0217737
0000002730,0.0019353
0000002740,-0.0250287
0000002750,-0.0221106
0000002760,-0.0309494
0000002770,-0.0198708
0000002780,0.0106442
0000002790,-0.00837039
0000002800,-0.0184062
0000002810,-0.0106211
0000002820,-0.0123398
0000002830,-0.0358683
0000002840,-0.00197041
0000002850,-0.0219547
0000002860,-0.030817
0000002870,-0.0225451
0000002880,-0.00761102
0000002890,-0.0164706
0000002900,-0.0196072
0000002910,-0.0118776
0000002920,0.00554357
0000002930,-0.0231716
0000002940,-0.0136552
0000002950,-0.00379861
0000002960,-0.00408058
0000002970,-0.028852
0000002980,-0.00653373
0000002990,-0.016967
0000003000,-0.00644084
0000003010,-0.00611144
0000003020,-0.0270844
0000003030,-0.0234703
0000003040,-0.0320125
0000003050,-0.0291548
0000003060,-0.0283936
0000003070,-0.00671845
0000003080,-0.0154735
0000003090,-0.00817615
0000003100,-0.0245887
0000003110,-0.024077
0000003120,-0.0354217
0000003130,-0.00630335
0000003140,-0.016601
0000003150,-0.0289647
0000003160,-0.00940839
0000003170,-0.0152527
0000003180,-0.0145662
0000003190,-0.0146224
0000003200,-0.0241243
0000003210,-0.00463522
0000003220,-0.00930693
0000003230,-0.00858191
0000003240,-0.00809381
0000003250,-0.00587372
0000003260,-0.0141004
0000003270,-0.00409948
0000003280,0.0016136
0000003290,-0.0302465
0000003300,-0.000427615
0000003310,-0.0111303
0000003320,-0.00980291
0000003330,-0.0242518
0000003340,-0.0232675
0000003350,0.00169938
0000003360,-0.0130193
0000003370,-0.00713033
0000003380,-0.0221133
0000003390,-0.0171377
0000003400,-0.0167837
0000003410,-0.0205089
0000003420,0.00451615
0000003430,-0.0204348
0000003440,-0.0194894
0000003450,-0.0267638
0000003460,-0.00784683
0000003470,-0.0192337
0000003480,-0.0129643
0000003490,-0.0311793
0000003500,-0.00479895
0000003510,-0.00476945
0000003520,-0.0393009
0000003530,-0.0135357
0000003540,-0.0274008
0000003550,-0.0120572
0000003560,-0.00137767
0000003570,-0.0094371
0000003580,-0.00743475
0000003590,-0.0151375
0000003600,-0.0356735
0000003610,-0.00450321
0000003620,-0.0265656
0000003630,-0.00335989
0000003640,-0.0170019
0000003650,-0.00892007
0000003660,-0.0154727
0000003670,-0.0314492
0000003680,-0.0171458
0000003690,-0.0324335
0000003700,-0.0283379
0000003710,-0.00483801
0000003720,-0.0219924
0000003730,-0.0197065
0000003740,0.00176617
0000003750,0.000411438
0000003760,-0.0131433
0000003770,-0.0122055
0000003780,-0.00808387
0000003790,-0.0224742
0000003800,-0.0285598
0000003810,-0.0181201
0000003820,-0.03098
0000003830,-0.00494869
0000003840,-0.0125508
0000003850,-0.0306981
0000003860,-0.0149479
0000003870,-0.0165268
0000003880,-0.0221395
0000003890,0.00795452
0000003900,0.00394226
0000003910,-0.00792909
0000003920,-0.0166386
0000003930,-0.00784637
0000003940,-0.0304438
0000003950,-0.0140092
0000003960,-0.0322129
0000003970,-0.0151739
0000003980,-0.0147207
0000003990,-0.0131441
0000004000,0.00646814
0000004010,-0.0185711
0000004020,-0.0141162
0000004030,-0.0241151
0000004040,-0.0201907
0000004050,-0.0130466
0000004060,-0.00229823
0000004070,0.00890134
0000004080,-0.0115539
